member,1,0:13:44
casual,1,0:25:14
casual,2,0:21:12
member,2,0:11:46
member,3,0:11:48
casual,3,0:18:50
member,4,0:12:02
casual,4,0:19:19
casual,5,0:19:02
member,5,0:11:49
casual,6,0:21:07
member,6,0:12:02
casual,7,0:24:49
member,7,0:13:44
